Name,Type,Level,Race,Attribute,ATK,DEF,Total
Agido,Effect Monster,4.0,Fairy,EARTH,1500.0,1300.0,
Madolche Anjelly,Effect Monster,4.0,Fairy,EARTH,1000.0,1000.0,
Metrognome,Pendulum Effect Monster,4.0,Fairy,EARTH,1800.0,1600.0,
Fluffal Rabbit,Effect Monster,1.0,Fairy,EARTH,300.0,1200.0,
Fluffal Dog,Effect Monster,4.0,Fairy,EARTH,1700.0,1000.0,
Madolche Puddingcess Chocolat-a-la-Mode,XYZ Monster,5.0,Fairy,EARTH,2500.0,2200.0,
Zolga,Effect Monster,4.0,Fairy,EARTH,1700.0,1200.0,
Counselor Lily,Tuner Monster,3.0,Fairy,EARTH,400.0,1500.0,
Madolche Queen Tiaramisu,XYZ Monster,4.0,Fairy,EARTH,2200.0,2100.0,
Sky Scourge Invicil,Effect Monster,6.0,Fairy,EARTH,2200.0,1600.0,
Gem-Knight Seraphinite,Fusion Monster,5.0,Fairy,EARTH,2300.0,1400.0,
Kotodama,Effect Monster,3.0,Fairy,EARTH,0.0,1600.0,
Fluffal Mouse,Effect Monster,1.0,Fairy,EARTH,100.0,100.0,
Doitsu,Union Effect Monster,4.0,Fairy,EARTH,100.0,200.0,
Subterror Nemesis Archer,Effect Monster,3.0,Fairy,EARTH,1600.0,1400.0,
Prediction Princess Astromorrigan,Flip Effect Monster,3.0,Fairy,DARK,1300.0,0.0,
Darklord Desire,Effect Monster,10.0,Fairy,DARK,3000.0,2800.0,
Ghostrick Angel of Mischief,XYZ Monster,4.0,Fairy,DARK,2000.0,2500.0,
Doma The Angel of Silence,Normal Monster,5.0,Fairy,DARK,1600.0,1400.0,
Darklord Edeh Arae,Effect Monster,5.0,Fairy,DARK,2300.0,2000.0,
"Sophia, Goddess of Rebirth",Effect Monster,11.0,Fairy,DARK,3600.0,3400.0,
Dark Voltanis,Effect Monster,8.0,Fairy,DARK,2800.0,1400.0,
Mimir of the Nordic Ascendant,Effect Monster,2.0,Fairy,DARK,600.0,0.0,
Darklord Zerato,Effect Monster,8.0,Fairy,DARK,2800.0,2300.0,
Darklord Nurse Reficule,Effect Monster,4.0,Fairy,DARK,1400.0,600.0,
Vanadis of the Nordic Ascendant,Tuner Monster,4.0,Fairy,DARK,1200.0,400.0,
Darklord Amdusc,Effect Monster,6.0,Fairy,DARK,1800.0,2800.0,
CXyz Dark Fairy Cheer Girl,XYZ Monster,5.0,Fairy,DARK,2500.0,1900.0,
Darklord Ixchel,Effect Monster,10.0,Fairy,DARK,2500.0,2900.0,
Darklord Asmodeus,Effect Monster,8.0,Fairy,DARK,3000.0,2500.0,
Darknight Parshath,Effect Monster,5.0,Fairy,DARK,1900.0,1400.0,
Darklord Morningstar,Effect Monster,11.0,Fairy,DARK,3000.0,3000.0,
Darklord Nasten,Effect Monster,7.0,Fairy,DARK,2600.0,2600.0,
Darklord Superbia,Effect Monster,8.0,Fairy,DARK,2900.0,2400.0,
Zeta Reticulant,Effect Monster,7.0,Fairy,DARK,2400.0,2100.0,
CXyz Mechquipped Djinn Angeneral,XYZ Monster,4.0,Fairy,DARK,2600.0,1600.0,
Emissary of Darkness Token,Token,,Fairy,,,,
Deus Token,Token,,Fairy,,,,
Asmo Token,Token,,Fairy,,,,
Synthetic Seraphim Token,Token,,Fairy,,,,
Cloudian Token,Token,,Fairy,,,,
Madolche Chateau,Spell Card,,Field,,,,
Mountain,Spell Card,,Field,,,,
Amazoness Village,Spell Card,,Field,,,,
Divine Wind of Mist Valley,Spell Card,,Field,,,,
Triamid Kingolem,Spell Card,,Field,,,,
Clear World,Spell Card,,Field,,,,
Onomatopia,Spell Card,,Field,,,,
Mausoleum of White,Spell Card,,Field,,,,
Magical Meltdown,Spell Card,,Field,,,,
Temple of the Six,Spell Card,,Field,,,,
Sargasso the D.D. Battlefield,Spell Card,,Field,,,,
Celestia,Spell Card,,Field,,,,
Light Barrier,Spell Card,,Field,,,,
Zombie World,Spell Card,,Field,,,,
Ghostrick Museum,Spell Card,,Field,,,,
Laser Qlip,Spell Card,,Field,,,,
Void Expansion,Spell Card,,Field,,,,
Union Hangar,Spell Card,,Field,,,,
Oracle of Zefra,Spell Card,,Field,,,,
Aroma Garden,Spell Card,,Field,,,,
Pseudo Space,Spell Card,,Field,,,,
Skyscraper 2 - Hero City,Spell Card,,Field,,,,
Array of Revealing Light,Spell Card,,Field,,,,
U.A. Stadium,Spell Card,,Field,,,,
Lost World,Spell Card,,Field,,,,
Mystic Plasma Zone,Spell Card,,Field,,,,
Augmented Heraldry,Spell Card,,Field,,,,
Savage Colosseum,Spell Card,,Field,,,,
SPYRAL Resort,Spell Card,,Field,,,,
Archfiend Palabyrinth,Spell Card,,Field,,,,
Fire King Island,Spell Card,,Field,,,,
Triamid Fortress,Spell Card,,Field,,,,
Dreamland,Spell Card,,Field,,,,
Shien's Castle of Mist,Spell Card,,Field,,,,
Jurassic World,Spell Card,,Field,,,,
Majesty's Pegasus,Spell Card,,Field,,,,
Dinomic Powerload,Spell Card,,Field,,,,
Vampire Kingdom,Spell Card,,Field,,,,
Ghostrick Parade,Spell Card,,Field,,,,
Dragon Ravine,Spell Card,,Field,,,,
Chicken Game,Spell Card,,Field,,,,
Extra Net,Spell Card,,Field,,,,
Secret Village of the Spellcasters,Spell Card,,Field,,,,
Triamid Cruiser,Spell Card,,Field,,,,
Acidic Downpour,Spell Card,,Field,,,,
Dark City,Spell Card,,Field,,,,
"Lemuria, the Forgotten City",Spell Card,,Field,,,,
The Grand Spellbook Tower,Spell Card,,Field,,,,
Empowerment,Spell Card,,Field,,,,
Spider Web,Spell Card,,Field,,,,
Ritual Sanctuary,Spell Card,,Field,,,,
Cyberdark Inferno,Spell Card,,Field,,,,
Ancient City - Rainbow Ruins,Spell Card,,Field,,,,
Molten Destruction,Spell Card,,Field,,,,
Toon Kingdom,Spell Card,,Field,,,,
The Nordic Lights,Spell Card,,Field,,,,
Venom Swamp,Spell Card,,Field,,,,
Realm of Light,Spell Card,,Field,,,,
Chronomaly City Babylon,Spell Card,,Field,,,,
Crystolic Potential,Spell Card,,Field,,,,
Magnetic Field,Spell Card,,Field,,,,
The Seal of Orichalcos,Spell Card,,Field,,,,
Summon Breaker,Spell Card,,Field,,,,
Wattcastle,Spell Card,,Field,,,,
Dark Sanctuary,Spell Card,,Field,,,,
Catalyst Field,Spell Card,,Field,,,,
Super Quantal Mech Ship Magnacarrier,Spell Card,,Field,,,,
Centrifugal Field,Spell Card,,Field,,,,
Starlight Junktion,Spell Card,,Field,,,,
Fusion Gate,Spell Card,,Field,,,,
Xyz Override,Spell Card,,Field,,,,
The Hidden City,Spell Card,,Field,,,,
Geartown,Spell Card,,Field,,,,
Karakuri Showdown Castle,Spell Card,,Field,,,,
Iron Core Specimen Lab,Spell Card,,Field,,,,
Clock Tower Prison,Spell Card,,Field,,,,
Saber Vault,Spell Card,,Field,,,,
Shiranui Style Synthesis,Spell Card,,Field,,,,
Wasteland,Spell Card,,Field,,,,
Deskbot Base,Spell Card,,Field,,,,
Catapult Zone,Spell Card,,Field,,,,
Colosseum - Cage of the Gladiator Beasts,Spell Card,,Field,,,,
A Legendary Ocean,Spell Card,,Field,,,,
Mount Sylvania,Spell Card,,Field,,,,
Metamorformation,Spell Card,,Field,,,,
Kyoutou Waterfront,Spell Card,,Field,,,,
Kozmotown,Spell Card,,Field,,,,
Advanced Dark,Spell Card,,Field,,,,
Amorphous Persona,Spell Card,,Field,,,,
Umi,Spell Card,,Field,,,,
Magical Citadel of Endymion,Spell Card,,Field,,,,
Harpies' Hunting Ground,Spell Card,,Field,,,,
Noble Knights of the Round Table,Spell Card,,Field,,,,
Yami,Spell Card,,Field,,,,
Sky Iris,Spell Card,,Field,,,,
PSY-Frame Circuit,Spell Card,,Field,,,,
Neo Space,Spell Card,,Field,,,,
The Gates of Dark World,Spell Card,,Field,,,,
Gateway to Chaos,Spell Card,,Field,,,,
Gaia Power,Spell Card,,Field,,,,
Malefic World,Spell Card,,Field,,,,
Skyscraper,Spell Card,,Field,,,,
Morphtronic Map,Spell Card,,Field,,,,
Magical Mid-Breaker Field,Spell Card,,Field,,,,
Zodiac Sign,Spell Card,,Field,,,,
Naturia Forest,Spell Card,,Field,,,,
Canyon,Spell Card,,Field,,,,
Black Garden,Spell Card,,Field,,,,
Necrovalley,Spell Card,,Field,,,,
Wetlands,Spell Card,,Field,,,,
Scrap Factory,Spell Card,,Field,,,,
Hexatellarknight,Spell Card,,Field,,,,
Revolving Switchyard,Spell Card,,Field,,,,
Meklord Fortress,Spell Card,,Field,,,,
Shrine of Mist Valley,Spell Card,,Field,,,,
Xyz Territory,Spell Card,,Field,,,,
Performapal Dramatic Theater,Spell Card,,Field,,,,
The Sanctuary in the Sky,Spell Card,,Field,,,,
Rising Air Current,Spell Card,,Field,,,,
Mound of the Bound Creator,Spell Card,,Field,,,,
Dark Shade,Normal Monster,3.0,Fiend,WIND,1000.0,1000.0,
Yata-Garasu,Spirit Monster,2.0,Fiend,WIND,200.0,100.0,
Diskblade Rider,Effect Monster,4.0,Fiend,WIND,1700.0,1500.0,
Creation Resonator,Tuner Monster,3.0,Fiend,WIND,800.0,600.0,
Shadowknight Archfiend,Effect Monster,4.0,Fiend,WIND,2000.0,1600.0,
Muzurhythm the String Djinn,XYZ Monster,3.0,Fiend,WIND,1500.0,1000.0,
Green Duston,Effect Monster,1.0,Fiend,WIND,0.0,1000.0,
Air Eater,Normal Monster,6.0,Fiend,WIND,2100.0,1600.0,
Frightfur Kraken,Fusion Monster,8.0,Fiend,WATER,2200.0,3000.0,
Force Resonator,Tuner Monster,2.0,Fiend,WATER,500.0,500.0,
Frozen Fitzgerald,Synchro Monster,5.0,Fiend,WATER,2500.0,2500.0,
Gishki Psychelone,Ritual Effect Monster,4.0,Fiend,WATER,2150.0,1650.0,
El Shaddoll Anoyatyllis,Fusion Monster,9.0,Fiend,WATER,2700.0,2000.0,
Jowls of Dark Demise,Flip Effect Monster,2.0,Fiend,WATER,200.0,100.0,
Darkbishop Archfiend,Effect Monster,3.0,Fiend,WATER,300.0,1400.0,
Blue Duston,Effect Monster,1.0,Fiend,WATER,0.0,1000.0,
SPYRAL Sleeper,Effect Monster,8.0,Fiend,LIGHT,2800.0,1200.0,
Mirror Resonator,Tuner Monster,1.0,Fiend,LIGHT,0.0,0.0,
Melomelody the Brass Djinn,XYZ Monster,3.0,Fiend,LIGHT,1400.0,1600.0,
Emperor Sem,Effect Monster,4.0,Fiend,LIGHT,1300.0,2200.0,
Theban Nightmare,Effect Monster,4.0,Fiend,LIGHT,1500.0,500.0,
Fabled Krus,Effect Monster,2.0,Fiend,LIGHT,1000.0,800.0,
House Duston,Effect Monster,1.0,Fiend,LIGHT,0.0,1000.0,
Fabled Oltro,Tuner Monster,2.0,Fiend,LIGHT,800.0,500.0,
Fabled Miztoji,Tuner Monster,2.0,Fiend,LIGHT,400.0,200.0,
Ghost Ship,Effect Monster,5.0,Fiend,LIGHT,1900.0,1000.0,
Fabled Urustos,Effect Monster,4.0,Fiend,LIGHT,1500.0,200.0,
White Duston,Normal Monster,1.0,Fiend,LIGHT,0.0,1000.0,
Majesty's Fiend,Effect Monster,6.0,Fiend,LIGHT,2400.0,1000.0,
Fabled Dianaira,Effect Monster,8.0,Fiend,LIGHT,2800.0,100.0,
Fabled Gallabas,Effect Monster,4.0,Fiend,LIGHT,1500.0,800.0,
Evil HERO Lightning Golem,Fusion Monster,6.0,Fiend,LIGHT,2400.0,1500.0,
Fabled Leviathan,Synchro Monster,10.0,Fiend,LIGHT,3000.0,2000.0,
Archfiend Eccentrick,Pendulum Effect Monster,3.0,Fiend,LIGHT,800.0,1000.0,
Chain Resonator,Tuner Monster,1.0,Fiend,LIGHT,100.0,100.0,
Fabled Soulkius,Effect Monster,6.0,Fiend,LIGHT,2200.0,2100.0,
Kuriphoton,Effect Monster,1.0,Fiend,LIGHT,300.0,200.0,
Desrook Archfiend,Effect Monster,3.0,Fiend,LIGHT,1100.0,1800.0,
Reshef the Dark Being,Ritual Effect Monster,8.0,Fiend,LIGHT,2500.0,1500.0,
Fabled Valkyrus,Synchro Monster,8.0,Fiend,LIGHT,2900.0,1700.0,
Santa Claws,Effect Monster,6.0,Fiend,LIGHT,1200.0,2500.0,
Fabled Topi,Effect Monster,1.0,Fiend,LIGHT,500.0,200.0,
Stellarknight Zefraxciton,Pendulum Effect Monster,4.0,Fiend,LIGHT,1900.0,0.0,
Evilswarm Exciton Knight,XYZ Monster,4.0,Fiend,LIGHT,1900.0,0.0,
Fabled Ragin,Synchro Monster,5.0,Fiend,LIGHT,2300.0,1800.0,
Fabled Raven,Tuner Monster,2.0,Fiend,LIGHT,1300.0,1000.0,
Fabled Grimro,Effect Monster,4.0,Fiend,LIGHT,1700.0,1000.0,
Fabled Ashenveil,Effect Monster,4.0,Fiend,LIGHT,1600.0,1200.0,
Rainbow Kuriboh,Effect Monster,1.0,Fiend,LIGHT,100.0,100.0,
Evil HERO Infernal Sniper,Fusion Monster,6.0,Fiend,FIRE,2000.0,2500.0,
Infernalqueen Archfiend,Effect Monster,4.0,Fiend,FIRE,900.0,1500.0,
Dokuroyaiba,Normal Monster,3.0,Fiend,FIRE,1000.0,400.0,
Ultimate Obedient Fiend,Effect Monster,10.0,Fiend,FIRE,3500.0,3000.0,
Infernoid Harmadik,Effect Monster,3.0,Fiend,FIRE,1600.0,0.0,
Red Mirror,Effect Monster,1.0,Fiend,FIRE,0.0,0.0,
Guerilla Kite,Tuner Monster,4.0,Fiend,FIRE,1600.0,200.0,
Infernoid Decatron,Tuner Monster,1.0,Fiend,FIRE,500.0,200.0,
Flare Resonator,Tuner Monster,3.0,Fiend,FIRE,300.0,1300.0,
Flame Ogre,Effect Monster,7.0,Fiend,FIRE,2400.0,1700.0,
Lava Golem,Effect Monster,8.0,Fiend,FIRE,3000.0,2500.0,
Infernoid Onuncu,Effect Monster,10.0,Fiend,FIRE,3000.0,3000.0,
Red Gardna,Effect Monster,4.0,Fiend,FIRE,0.0,2000.0,
Blast Asmodian,Effect Monster,3.0,Fiend,FIRE,1000.0,300.0,
Red Duston,Effect Monster,1.0,Fiend,FIRE,0.0,1000.0,
Abaki,Effect Monster,4.0,Fiend,FIRE,1700.0,1100.0,
Infernoid Piaty,Effect Monster,5.0,Fiend,FIRE,2200.0,0.0,
Gren Maju Da Eiza,Effect Monster,3.0,Fiend,FIRE,0.0,0.0,
Red Sprinter,Effect Monster,4.0,Fiend,FIRE,1700.0,1200.0,
Infernoid Antra,Effect Monster,2.0,Fiend,FIRE,0.0,2000.0,
Infernoid Devyaty,Effect Monster,9.0,Fiend,FIRE,2900.0,2900.0,
Koa'ki Meiru Valafar,Effect Monster,8.0,Fiend,FIRE,3000.0,2100.0,
Infernal Incinerator,Effect Monster,6.0,Fiend,FIRE,2800.0,1800.0,
Infernoid Pirmais,Effect Monster,1.0,Fiend,FIRE,0.0,0.0,
Flamvell Fiend,Effect Monster,5.0,Fiend,FIRE,2100.0,1200.0,
Red Resonator,Tuner Monster,2.0,Fiend,FIRE,600.0,200.0,
Infernoid Seitsemas,Effect Monster,7.0,Fiend,FIRE,2600.0,0.0,
Red Warg,Effect Monster,6.0,Fiend,FIRE,1400.0,2200.0,
Evil HERO Inferno Wing,Fusion Monster,6.0,Fiend,FIRE,2100.0,1200.0,
Invoked Purgatrio,Fusion Monster,7.0,Fiend,FIRE,2300.0,2000.0,
Goblin of Greed,Effect Monster,4.0,Fiend,EARTH,1000.0,1800.0,
Protector of the Sanctuary,Effect Monster,4.0,Fiend,EARTH,1100.0,1900.0,
Clock Resonator,Tuner Monster,3.0,Fiend,EARTH,1200.0,600.0,
Dark Lucius LV6,Effect Monster,6.0,Fiend,EARTH,1700.0,600.0,
Evil HERO Wild Cyclone,Fusion Monster,8.0,Fiend,EARTH,1900.0,2300.0,
Dark Lucius LV8,Effect Monster,8.0,Fiend,EARTH,2800.0,900.0,
Evil HERO Dark Gaia,Fusion Monster,8.0,Fiend,EARTH,0.0,0.0,
Headless Knight,Normal Monster,4.0,Fiend,EARTH,1450.0,1700.0,
Evil HERO Malicious Edge,Effect Monster,7.0,Fiend,EARTH,2600.0,1800.0,
Coach Goblin,Effect Monster,4.0,Fiend,EARTH,1200.0,1500.0,
Emissary from Pandemonium,Tuner Monster,7.0,Fiend,EARTH,2600.0,1800.0,
Scrap Archfiend,Synchro Monster,7.0,Fiend,EARTH,2700.0,1800.0,
Earthbound Spirit,Normal Monster,4.0,Fiend,EARTH,500.0,2000.0,
Scrounging Goblin,Effect Monster,4.0,Fiend,EARTH,1000.0,2000.0,
Temtempo the Percussion Djinn,XYZ Monster,3.0,Fiend,EARTH,1700.0,1000.0,
Dino-Sewing,Effect Monster,4.0,Fiend,EARTH,0.0,0.0,
The Portrait's Secret,Normal Monster,4.0,Fiend,EARTH,1200.0,1500.0,
Vilepawn Archfiend,Effect Monster,2.0,Fiend,EARTH,1200.0,200.0,
Yellow Duston,Effect Monster,1.0,Fiend,EARTH,0.0,1000.0,
Hiro's Shadow Scout,Flip Effect Monster,2.0,Fiend,DARK,650.0,500.0,
Gil Garth,Normal Monster,4.0,Fiend,DARK,1800.0,1200.0,
Mefist the Infernal General,Effect Monster,5.0,Fiend,DARK,1800.0,1700.0,
Skull Knight 2,Effect Monster,3.0,Fiend,DARK,1000.0,1200.0,
Vijam the Cubic Seed,Effect Monster,1.0,Fiend,DARK,0.0,0.0,
Wall of Illusion,Effect Monster,4.0,Fiend,DARK,1000.0,1850.0,
Gaap the Divine Soldier,Effect Monster,6.0,Fiend,DARK,2200.0,2000.0,
Ghostrick Jackfrost,Effect Monster,1.0,Fiend,DARK,800.0,100.0,
Mystic Clown,Normal Monster,4.0,Fiend,DARK,1500.0,1000.0,
D-Boyz,Flip Effect Monster,1.0,Fiend,DARK,100.0,1000.0,
Archfiend Heiress,Effect Monster,3.0,Fiend,DARK,1000.0,0.0,
Perditious Puppeteer,Effect Monster,7.0,Fiend,DARK,2700.0,500.0,
Absolute King Back Jack,Effect Monster,1.0,Fiend,DARK,0.0,0.0,
Steelswarm Roach,XYZ Monster,4.0,Fiend,DARK,1900.0,0.0,
Infernity Knight,Effect Monster,3.0,Fiend,DARK,1400.0,400.0,
"Cagna, Malebranche of the Burning Abyss",Effect Monster,3.0,Fiend,DARK,1500.0,300.0,
Summoned Skull,Normal Monster,6.0,Fiend,DARK,2500.0,1200.0,
Infernity Necromancer,Effect Monster,3.0,Fiend,DARK,0.0,2000.0,
The Earl of Demise,Normal Monster,5.0,Fiend,DARK,2000.0,700.0,
Steelswarm Caucastag,Effect Monster,8.0,Fiend,DARK,2800.0,0.0,
Barrier Statue of the Abyss,Effect Monster,4.0,Fiend,DARK,1000.0,1000.0,
Inferno Hammer,Effect Monster,6.0,Fiend,DARK,2400.0,0.0,
"Latinum, Exarch of Dark World",Effect Monster,6.0,Fiend,DARK,1500.0,2400.0,
Crashbug Y,Effect Monster,3.0,Fiend,DARK,1400.0,1600.0,
Element Soldier,Effect Monster,4.0,Fiend,DARK,1500.0,1200.0,
Skull Archfiend of Lightning,Effect Monster,6.0,Fiend,DARK,2500.0,1200.0,
Vanity's Fiend,Effect Monster,6.0,Fiend,DARK,2400.0,1200.0,
Djinn Disserere of Rituals,Effect Monster,1.0,Fiend,DARK,200.0,200.0,
Edge Imp Chain,Effect Monster,4.0,Fiend,DARK,1200.0,1800.0,
Trial of Nightmare,Normal Monster,4.0,Fiend,DARK,1300.0,900.0,
Morinphen,Normal Monster,5.0,Fiend,DARK,1550.0,1300.0,
Sky Scourge Norleras,Effect Monster,8.0,Fiend,DARK,2400.0,1500.0,
The Drdek,Normal Monster,3.0,Fiend,DARK,700.0,800.0,
Umbral Horror Ghoul,Effect Monster,4.0,Fiend,DARK,1800.0,0.0,
Abyss Actor - Superstar,Pendulum Effect Monster,7.0,Fiend,DARK,2500.0,1800.0,
Malicevorous Spoon,Effect Monster,2.0,Fiend,DARK,100.0,500.0,
Steelswarm Sting,Effect Monster,4.0,Fiend,DARK,1850.0,0.0,
Dark Artist,Effect Monster,3.0,Fiend,DARK,600.0,1400.0,
Gorgon Egg,Normal Monster,3.0,Fiend,DARK,300.0,1300.0,
Sangan,Effect Monster,3.0,Fiend,DARK,1000.0,600.0,
Dark Ruler Ha Des,Effect Monster,6.0,Fiend,DARK,2450.0,1600.0,
Memory Crusher,Effect Monster,3.0,Fiend,DARK,1000.0,600.0,
Malice Doll of Demise,Effect Monster,4.0,Fiend,DARK,1600.0,1700.0,
Archfiend General,Effect Monster,4.0,Fiend,DARK,2100.0,800.0,
Ghostrick Lantern,Effect Monster,1.0,Fiend,DARK,800.0,0.0,
Maestroke the Symphony Djinn,XYZ Monster,4.0,Fiend,DARK,1800.0,2300.0,
Bickuribox,Fusion Monster,7.0,Fiend,DARK,2300.0,2000.0,
Ushi Oni,Normal Monster,6.0,Fiend,DARK,2150.0,1950.0,
Megirus Light,Normal Monster,3.0,Fiend,DARK,900.0,600.0,
Frightfur Tiger,Fusion Monster,6.0,Fiend,DARK,1900.0,1200.0,
The Bistro Butcher,Effect Monster,4.0,Fiend,DARK,1800.0,1000.0,
Viser Des,Effect Monster,4.0,Fiend,DARK,500.0,1200.0,
Element Doom,Effect Monster,4.0,Fiend,DARK,1500.0,1200.0,
Viser Des,Effect Monster,4.0,Fiend,DARK,500.0,1200.0,
Barox,Fusion Monster,5.0,Fiend,DARK,1380.0,1530.0,
Ghostrick Specter,Effect Monster,1.0,Fiend,DARK,600.0,0.0,
Ghostrick Dullahan,XYZ Monster,1.0,Fiend,DARK,1000.0,0.0,
Job-Change Mirror,Normal Monster,3.0,Fiend,DARK,800.0,1300.0,
Djinn Releaser of Rituals,Effect Monster,3.0,Fiend,DARK,1200.0,2000.0,
Steelswarm Cell,Effect Monster,1.0,Fiend,DARK,0.0,0.0,
"Malacoda, Netherlord of the Burning Abyss",Ritual Effect Monster,6.0,Fiend,DARK,2700.0,2200.0,
Sinister Sprocket,Tuner Monster,1.0,Fiend,DARK,400.0,0.0,
"Lucent, Netherlord of Dark World",Effect Monster,6.0,Fiend,DARK,2400.0,0.0,
Aratama,Spirit Monster,4.0,Fiend,DARK,800.0,1800.0,
Magical King Moonstar,Effect Monster,3.0,Fiend,DARK,900.0,600.0,
Versago the Destroyer,Effect Monster,3.0,Fiend,DARK,1100.0,900.0,
Bite Shoes,Flip Effect Monster,2.0,Fiend,DARK,500.0,300.0,
Grinder Golem,Effect Monster,8.0,Fiend,DARK,3000.0,300.0,
Edge Imp Frightfuloid,Effect Monster,4.0,Fiend,DARK,1300.0,1300.0,
Infinity Dark,Gemini Monster,4.0,Fiend,DARK,1500.0,1200.0,
Archfiend Empress,Effect Monster,8.0,Fiend,DARK,2900.0,2100.0,
The Masked Beast,Ritual Monster,8.0,Fiend,DARK,3200.0,1800.0,
Kiseitai,Effect Monster,2.0,Fiend,DARK,300.0,800.0,
"Calcab, Malebranche of the Burning Abyss",Effect Monster,3.0,Fiend,DARK,1400.0,0.0,
Lesser Fiend,Effect Monster,5.0,Fiend,DARK,2100.0,1000.0,
Archfiend Interceptor,Effect Monster,4.0,Fiend,DARK,1400.0,1600.0,
Night Assailant,Flip Effect Monster,3.0,Fiend,DARK,200.0,500.0,
Doom Donuts,Flip Effect Monster,1.0,Fiend,DARK,0.0,0.0,
Dark Necrofear,Effect Monster,8.0,Fiend,DARK,2200.0,2800.0,
Tour Bus From the Underworld,Effect Monster,3.0,Fiend,DARK,1000.0,1000.0,
The End of Anubis,Effect Monster,6.0,Fiend,DARK,2500.0,0.0,
"Archfiend Emperor, the First Lord of Horror",Effect Monster,8.0,Fiend,DARK,3000.0,2000.0,
Memory Crush King,Effect Monster,5.0,Fiend,DARK,2000.0,0.0,
Newdoria,Effect Monster,4.0,Fiend,DARK,1200.0,800.0,
"Sillva, Warlord of Dark World",Effect Monster,5.0,Fiend,DARK,2300.0,1400.0,
Mad Reloader,Effect Monster,1.0,Fiend,DARK,0.0,0.0,
Dark Mimic LV1,Flip Effect Monster,1.0,Fiend,DARK,100.0,1000.0,
Mist Archfiend,Effect Monster,5.0,Fiend,DARK,2400.0,0.0,
Archfiend of Gilfer,Effect Monster,6.0,Fiend,DARK,2200.0,2500.0,
Fiend's Mirror,Ritual Monster,6.0,Fiend,DARK,2100.0,1800.0,
Helpoemer,Effect Monster,5.0,Fiend,DARK,2000.0,1400.0,
Meda Bat,Normal Monster,2.0,Fiend,DARK,800.0,400.0,
Abyss Actor - Sassy Rookie,Pendulum Effect Monster,4.0,Fiend,DARK,1700.0,1000.0,
Phantom of Chaos,Effect Monster,4.0,Fiend,DARK,0.0,0.0,
Belial - Marquis of Darkness,Effect Monster,8.0,Fiend,DARK,2800.0,2400.0,
Dark Chimera,Normal Monster,5.0,Fiend,DARK,1610.0,1460.0,
That Which Feeds on Life,Normal Monster,4.0,Fiend,DARK,1200.0,1000.0,
"Garlandolf, King of Destruction",Ritual Effect Monster,7.0,Fiend,DARK,2500.0,1400.0,
Abyss Actor - Wild Hope,Pendulum Effect Monster,4.0,Fiend,DARK,1600.0,1200.0,
"Libic, Malebranche of the Burning Abyss",Effect Monster,3.0,Fiend,DARK,1300.0,700.0,
Crimson Nova the Dark Cubic Lord,Effect Monster,10.0,Fiend,DARK,3000.0,0.0,
Bio Plant,Normal Monster,3.0,Fiend,DARK,600.0,1300.0,
Gravitic Orb,Flip Effect Monster,3.0,Fiend,DARK,1100.0,700.0,
Crashbug Z,Effect Monster,3.0,Fiend,DARK,0.0,1500.0,
Imprisoned Queen Archfiend,Effect Monster,8.0,Fiend,DARK,2600.0,1700.0,
Tardy Orc,Effect Monster,4.0,Fiend,DARK,2200.0,0.0,
Djinn Demolisher of Rituals,Effect Monster,3.0,Fiend,DARK,1500.0,600.0,
Mask of Darkness,Flip Effect Monster,2.0,Fiend,DARK,900.0,400.0,
"Zure, Knight of Dark World",Normal Monster,4.0,Fiend,DARK,1800.0,1500.0,
"Ceruli, Guru of Dark World",Effect Monster,1.0,Fiend,DARK,100.0,300.0,
Dark King of the Abyss,Normal Monster,3.0,Fiend,DARK,1200.0,800.0,
Black Potan,Effect Monster,1.0,Fiend,DARK,200.0,100.0,
Card Guard,Effect Monster,4.0,Fiend,DARK,1600.0,500.0,
Opticlops,Normal Monster,4.0,Fiend,DARK,1800.0,1700.0,
Blood Mefist,Synchro Monster,8.0,Fiend,DARK,2800.0,1300.0,
Terra the Terrible,Normal Monster,4.0,Fiend,DARK,1200.0,1300.0,
Darklon,Effect Monster,1.0,Fiend,DARK,100.0,100.0,
"Beiige, Vanguard of Dark World",Effect Monster,4.0,Fiend,DARK,1600.0,1300.0,
The Supremacy Sun,Effect Monster,10.0,Fiend,DARK,3000.0,3000.0,
Edge Imp Saw,Effect Monster,3.0,Fiend,DARK,500.0,1000.0,
Yubel - Terror Incarnate,Effect Monster,11.0,Fiend,DARK,0.0,0.0,
Greed Quasar,Effect Monster,7.0,Fiend,DARK,0.0,0.0,
Giant Orc,Effect Monster,4.0,Fiend,DARK,2200.0,0.0,
Dystopia the Despondent,Effect Monster,12.0,Fiend,DARK,5000.0,5000.0,
Possessed Dark Soul,Effect Monster,3.0,Fiend,DARK,1200.0,800.0,
Doomsday Horror,Effect Monster,4.0,Fiend,DARK,0.0,0.0,
Stygian Security,Tuner Monster,1.0,Fiend,DARK,100.0,600.0,
Dark Mimic LV3,Effect Monster,3.0,Fiend,DARK,1000.0,1000.0,
Dragon Seeker,Effect Monster,6.0,Fiend,DARK,2000.0,2100.0,
Masked Beast Des Gardius,Effect Monster,8.0,Fiend,DARK,3300.0,2500.0,
Edge Imp Sabres,Effect Monster,3.0,Fiend,DARK,1200.0,800.0,
