model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize,catergory_mileage,catergory_year,catergory_tax
Kona,2019.0,15800.0,Manual,1642.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I10,2016.0,5500.0,Manual,46000.0,Petrol,20.0,60.1,1.0,40000>50000,2015>2020,<100
I10,2018.0,8690.0,Manual,1500.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
I20,2014.0,4980.0,Manual,41500.0,Petrol,30.0,57.6,1.2,40000>50000,2010>2015,<100
I40,2014.0,7600.0,Manual,38406.0,Diesel,30.0,62.8,1.7,30000>40000,2010>2015,<100
I20,2017.0,8990.0,Manual,23434.0,Petrol,145.0,55.4,1.2,20000>30000,2015>2020,100>150
I10,2018.0,7500.0,Manual,15927.0,Petrol,145.0,60.1,1.0,10000>20000,2015>2020,100>150
Tucson,2019.0,16000.0,Manual,6320.0,Petrol,145.0,35.3,1.6,0<10000,2015>2020,100>150
SantaFe,2019.0,34000.0,Semi-Auto,5931.0,Diesel,145.0,39.2,2.2,0<10000,2015>2020,100>150
Tucson,2020.0,23500.0,Manual,4092.0,Diesel,145.0,48.7,1.6,0<10000,2015>2020,100>150
IX20,2015.0,9495.0,Automatic,9767.0,Petrol,160.0,43.5,1.6,0<10000,2010>2015,150>200
Tucson,2016.0,12600.0,Manual,35474.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
I10,2018.0,8000.0,Manual,9598.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
IX20,2016.0,8590.0,Manual,17611.0,Petrol,125.0,50.4,1.4,10000>20000,2015>2020,100>150
I30,2017.0,10290.0,Manual,22298.0,Diesel,0.0,74.3,1.6,20000>30000,2015>2020,<100
I30,2018.0,13510.0,Semi-Auto,11196.0,Diesel,145.0,68.9,1.6,10000>20000,2015>2020,100>150
I20,2017.0,7291.0,Manual,35832.0,Petrol,145.0,55.4,1.2,30000>40000,2015>2020,100>150
I20,2013.0,4121.0,Manual,67689.0,Petrol,125.0,52.3,1.4,>60000,2010>2015,100>150
Tucson,2017.0,13056.0,Manual,62308.0,Diesel,125.0,58.9,2.0,>60000,2015>2020,100>150
I10,2016.0,5191.0,Manual,28224.0,Petrol,20.0,61.4,1.0,20000>30000,2015>2020,<100
Ioniq,2017.0,15499.0,Automatic,9400.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
I30,2013.0,5995.0,Manual,59382.0,Petrol,160.0,46.0,1.4,50000>60000,2010>2015,150>200
I10,2017.0,6390.0,Manual,35000.0,Petrol,145.0,57.7,1.2,30000>40000,2015>2020,100>150
Kona,2018.0,14290.0,Manual,6733.0,Petrol,145.0,52.3,1.0,0<10000,2015>2020,100>150
Kona,2017.0,11990.0,Manual,21858.0,Petrol,145.0,52.3,1.0,20000>30000,2015>2020,100>150
I20,2017.0,7799.0,Manual,20000.0,Petrol,30.0,55.4,1.2,10000>20000,2015>2020,<100
I20,2017.0,7995.0,Manual,2812.0,Petrol,30.0,58.9,1.2,0<10000,2015>2020,<100
Tucson,2019.0,18500.0,Manual,16003.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
Ioniq,2019.0,17998.0,Automatic,10617.0,Hybrid,135.0,78.5,1.6,10000>20000,2015>2020,100>150
I10,2017.0,7600.0,Manual,32412.0,Petrol,145.0,60.1,1.0,30000>40000,2015>2020,100>150
I10,2018.0,8490.0,Manual,16380.0,Petrol,145.0,60.1,1.0,10000>20000,2015>2020,100>150
I10,2018.0,8490.0,Manual,19995.0,Petrol,145.0,60.1,1.0,10000>20000,2015>2020,100>150
Tucson,2019.0,21750.0,Automatic,11057.0,Diesel,145.0,47.1,1.6,10000>20000,2015>2020,100>150
I40,2017.0,10465.0,Manual,34328.0,Diesel,145.0,67.3,1.7,30000>40000,2015>2020,100>150
I800,2019.0,19965.0,Automatic,12450.0,Diesel,145.0,28.0,2.5,10000>20000,2015>2020,100>150
I10,2018.0,7465.0,Manual,19931.0,Petrol,150.0,60.1,1.0,10000>20000,2015>2020,100>150
Tucson,2017.0,14498.0,Manual,24598.0,Diesel,125.0,58.9,2.0,20000>30000,2015>2020,100>150
I30,2013.0,4998.0,Manual,61735.0,Diesel,0.0,76.3,1.6,>60000,2010>2015,<100
Kona,2019.0,13480.0,Manual,6964.0,Petrol,150.0,44.1,1.0,0<10000,2015>2020,100>150
I20,2019.0,9795.0,Manual,6979.0,Petrol,145.0,46.3,1.2,0<10000,2015>2020,100>150
SantaFe,2018.0,29000.0,Semi-Auto,19935.0,Diesel,145.0,39.2,2.2,10000>20000,2015>2020,100>150
I30,2017.0,8995.0,Manual,23786.0,Petrol,145.0,48.7,1.4,20000>30000,2015>2020,100>150
I40,2017.0,9999.0,Manual,38472.0,Diesel,145.0,65.7,1.7,30000>40000,2015>2020,100>150
I20,2013.0,4495.0,Manual,33000.0,Petrol,30.0,57.6,1.2,30000>40000,2010>2015,<100
I10,2017.0,6089.0,Manual,52539.0,Petrol,30.0,57.7,1.2,50000>60000,2015>2020,<100
IX20,2017.0,9200.0,Manual,17899.0,Petrol,150.0,50.4,1.4,10000>20000,2015>2020,100>150
IX35,2015.0,8090.0,Manual,64708.0,Diesel,150.0,53.3,1.7,>60000,2010>2015,100>150
SantaFe,2019.0,32995.0,Semi-Auto,1642.0,Diesel,150.0,39.8,2.2,0<10000,2015>2020,100>150
Tucson,2017.0,12990.0,Manual,19769.0,Petrol,150.0,44.8,1.6,10000>20000,2015>2020,100>150
I800,2018.0,16790.0,Automatic,21600.0,Diesel,150.0,33.6,2.5,20000>30000,2015>2020,100>150
I20,2016.0,7995.0,Manual,17124.0,Petrol,30.0,58.9,1.2,10000>20000,2015>2020,<100
I10,2016.0,6995.0,Manual,7418.0,Petrol,20.0,60.1,1.0,0<10000,2015>2020,<100
Tucson,2019.0,21000.0,Automatic,14690.0,Diesel,145.0,47.1,1.6,10000>20000,2015>2020,100>150
I30,2020.0,26995.0,Manual,1000.0,Petrol,145.0,34.0,2.0,0<10000,2015>2020,100>150
I20,2013.0,5400.0,Manual,24003.0,Petrol,125.0,54.3,1.4,20000>30000,2010>2015,100>150
IX20,2017.0,9500.0,Manual,11567.0,Petrol,145.0,50.4,1.4,10000>20000,2015>2020,100>150
I20,2016.0,6400.0,Manual,45770.0,Petrol,20.0,60.1,1.2,40000>50000,2015>2020,<100
IX20,2013.0,6995.0,Automatic,50150.0,Petrol,200.0,43.6,1.6,50000>60000,2010>2015,150>200
Ioniq,2019.0,21800.0,Semi-Auto,2439.0,Hybrid,135.0,62.8,1.6,0<10000,2015>2020,100>150
I20,2016.0,7995.0,Manual,23500.0,Petrol,20.0,58.9,1.0,20000>30000,2015>2020,<100
I10,2014.0,4998.0,Manual,31592.0,Petrol,20.0,60.1,1.0,30000>40000,2010>2015,<100
Tucson,2019.0,21490.0,Manual,101.0,Petrol,145.0,34.9,1.6,0<10000,2015>2020,100>150
I10,2020.0,13995.0,Manual,1500.0,Petrol,145.0,53.3,1.0,0<10000,2015>2020,100>150
I10,2017.0,8995.0,Manual,14620.0,Petrol,145.0,57.7,1.2,10000>20000,2015>2020,100>150
Kona,2018.0,15000.0,Manual,7557.0,Petrol,150.0,52.3,1.0,0<10000,2015>2020,100>150
Kona,2018.0,15000.0,Manual,10434.0,Petrol,150.0,44.1,1.0,10000>20000,2015>2020,100>150
IX35,2015.0,7450.0,Manual,63917.0,Diesel,150.0,53.3,1.7,>60000,2010>2015,100>150
I10,2016.0,5995.0,Manual,29203.0,Petrol,20.0,60.1,1.0,20000>30000,2015>2020,<100
Ioniq,2018.0,15490.0,Semi-Auto,30381.0,Hybrid,135.0,78.5,1.6,30000>40000,2015>2020,100>150
I10,2019.0,8395.0,Manual,16108.0,Petrol,145.0,57.6,1.2,10000>20000,2015>2020,100>150
SantaFe,2016.0,18990.0,Semi-Auto,14157.0,Diesel,235.0,42.2,2.2,10000>20000,2015>2020,>200
Tucson,2017.0,13490.0,Manual,21692.0,Petrol,160.0,44.8,1.6,20000>30000,2015>2020,150>200
I10,2020.0,11990.0,Manual,3213.0,Petrol,145.0,56.5,1.0,0<10000,2015>2020,100>150
I10,2017.0,7000.0,Manual,23329.0,Petrol,145.0,60.1,1.0,20000>30000,2015>2020,100>150
Tucson,2017.0,14000.0,Manual,34545.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
I10,2018.0,8490.0,Manual,14804.0,Petrol,145.0,60.1,1.0,10000>20000,2015>2020,100>150
I10,2017.0,7295.0,Manual,32000.0,Petrol,150.0,57.7,1.2,30000>40000,2015>2020,100>150
I40,2016.0,8995.0,Manual,48687.0,Diesel,30.0,65.7,1.7,40000>50000,2015>2020,<100
IX20,2015.0,6495.0,Manual,23989.0,Petrol,125.0,50.4,1.4,20000>30000,2010>2015,100>150
Tucson,2017.0,13960.0,Manual,33585.0,Diesel,145.0,54.3,2.0,30000>40000,2015>2020,100>150
SantaFe,2016.0,20495.0,Semi-Auto,28000.0,Diesel,240.0,42.8,2.2,20000>30000,2015>2020,>200
I20,2015.0,7995.0,Manual,29658.0,Petrol,30.0,55.4,1.2,20000>30000,2010>2015,<100
Kona,2018.0,14680.0,Manual,7400.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
Kona,2018.0,13647.0,Manual,19036.0,Petrol,145.0,52.3,1.0,10000>20000,2015>2020,100>150
I10,2017.0,8991.0,Semi-Auto,15917.0,Petrol,145.0,47.9,1.2,10000>20000,2015>2020,100>150
Tucson,2017.0,14550.0,Semi-Auto,12322.0,Diesel,125.0,57.6,1.7,10000>20000,2015>2020,100>150
I10,2016.0,5722.0,Manual,44965.0,Petrol,30.0,57.6,1.2,40000>50000,2015>2020,<100
IX20,2017.0,9490.0,Manual,21354.0,Petrol,145.0,50.4,1.4,20000>30000,2015>2020,100>150
I10,2019.0,8990.0,Manual,2898.0,Petrol,145.0,49.6,1.0,0<10000,2015>2020,100>150
Ioniq,2018.0,17690.0,Automatic,15014.0,Hybrid,135.0,78.5,1.6,10000>20000,2015>2020,100>150
I10,2017.0,6660.0,Manual,18732.0,Petrol,145.0,60.1,1.0,10000>20000,2015>2020,100>150
I10,2018.0,7560.0,Manual,8623.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
I10,2019.0,9800.0,Manual,691.0,Petrol,145.0,49.6,1.0,0<10000,2015>2020,100>150
SantaFe,2019.0,33900.0,Automatic,1173.0,Diesel,145.0,39.2,2.2,0<10000,2015>2020,100>150
Tucson,2019.0,20970.0,Manual,575.0,Petrol,145.0,34.9,1.6,0<10000,2015>2020,100>150
I10,2016.0,5990.0,Manual,23315.0,Petrol,20.0,60.1,1.0,20000>30000,2015>2020,<100
I10,2016.0,6750.0,Manual,16422.0,Petrol,20.0,60.1,1.0,10000>20000,2015>2020,<100
SantaFe,2019.0,33995.0,Automatic,6363.0,Diesel,145.0,42.8,2.2,0<10000,2015>2020,100>150
I800,2018.0,16995.0,Automatic,32672.0,Diesel,145.0,28.0,2.5,30000>40000,2015>2020,100>150
Ioniq,2018.0,16995.0,Semi-Auto,9192.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
I30,2018.0,10950.0,Manual,38687.0,Petrol,145.0,52.3,1.4,30000>40000,2015>2020,100>150
I10,2017.0,8995.0,Manual,11086.0,Petrol,30.0,57.7,1.2,10000>20000,2015>2020,<100
SantaFe,2016.0,15995.0,Automatic,42812.0,Diesel,235.0,42.2,2.2,40000>50000,2015>2020,>200
Tucson,2020.0,24495.0,Semi-Auto,2500.0,Petrol,145.0,36.2,1.6,0<10000,2015>2020,100>150
Ioniq,2017.0,17870.0,Automatic,6467.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
Kona,2017.0,11980.0,Manual,20401.0,Petrol,145.0,52.3,1.0,20000>30000,2015>2020,100>150
Kona,2019.0,14680.0,Manual,8550.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I20,2018.0,8970.0,Manual,10248.0,Petrol,145.0,58.9,1.2,10000>20000,2015>2020,100>150
I20,2019.0,11670.0,Manual,2928.0,Petrol,145.0,47.9,1.0,0<10000,2015>2020,100>150
Ioniq,2017.0,16970.0,Automatic,13789.0,Hybrid,135.0,78.5,1.6,10000>20000,2015>2020,100>150
I10,2019.0,9770.0,Manual,17401.0,Petrol,145.0,57.6,1.2,10000>20000,2015>2020,100>150
I10,2016.0,7970.0,Manual,12552.0,Petrol,30.0,57.6,1.2,10000>20000,2015>2020,<100
I10,2020.0,12495.0,Manual,2100.0,Petrol,145.0,56.5,1.0,0<10000,2015>2020,100>150
I30,2018.0,11455.0,Manual,10014.0,Petrol,145.0,56.5,1.0,10000>20000,2015>2020,100>150
Ioniq,2019.0,16498.0,Automatic,7192.0,Hybrid,140.0,78.5,1.6,0<10000,2015>2020,100>150
Tucson,2017.0,15998.0,Semi-Auto,5060.0,Diesel,125.0,57.6,1.7,0<10000,2015>2020,100>150
Ioniq,2019.0,17270.0,Automatic,5931.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
I20,2016.0,7970.0,Manual,10916.0,Petrol,30.0,56.5,1.2,10000>20000,2015>2020,<100
Ioniq,2019.0,18570.0,Automatic,961.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
Kona,2020.0,20970.0,Manual,1000.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
SantaFe,2019.0,35495.0,Semi-Auto,25.0,Diesel,145.0,39.8,2.2,0<10000,2015>2020,100>150
IX20,2017.0,9670.0,Manual,7609.0,Petrol,145.0,50.4,1.4,0<10000,2015>2020,100>150
Tucson,2016.0,13495.0,Manual,17103.0,Diesel,30.0,61.7,1.7,10000>20000,2015>2020,<100
I10,2017.0,6970.0,Manual,18044.0,Petrol,145.0,60.1,1.0,10000>20000,2015>2020,100>150
I20,2017.0,7870.0,Manual,30314.0,Petrol,145.0,58.9,1.2,30000>40000,2015>2020,100>150
I20,2018.0,8980.0,Manual,12185.0,Petrol,145.0,55.4,1.2,10000>20000,2015>2020,100>150
Ioniq,2019.0,21780.0,Automatic,4489.0,Hybrid,135.0,62.8,1.6,0<10000,2015>2020,100>150
Tucson,2019.0,25980.0,Automatic,5792.0,Hybrid,145.0,50.4,1.6,0<10000,2015>2020,100>150
I10,2018.0,8280.0,Manual,5685.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
I10,2014.0,5580.0,Manual,31575.0,Petrol,30.0,57.6,1.2,30000>40000,2010>2015,<100
I20,2020.0,12980.0,Manual,1298.0,Petrol,145.0,46.3,1.2,0<10000,2015>2020,100>150
Ioniq,2018.0,13495.0,Automatic,29248.0,Hybrid,135.0,78.5,1.6,20000>30000,2015>2020,100>150
Tucson,2016.0,15995.0,Manual,36238.0,Diesel,150.0,54.3,2.0,30000>40000,2015>2020,100>150
I30,2018.0,14550.0,Semi-Auto,9870.0,Diesel,145.0,68.9,1.6,0<10000,2015>2020,100>150
SantaFe,2019.0,32570.0,Semi-Auto,9923.0,Diesel,145.0,39.2,2.2,0<10000,2015>2020,100>150
I30,2019.0,24970.0,Manual,1500.0,Petrol,145.0,34.0,2.0,0<10000,2015>2020,100>150
I10,2020.0,13495.0,Manual,1600.0,Petrol,145.0,53.3,1.0,0<10000,2015>2020,100>150
I20,2016.0,6980.0,Manual,31163.0,Petrol,30.0,55.4,1.2,30000>40000,2015>2020,<100
I10,2019.0,7698.0,Manual,3655.0,Petrol,150.0,60.1,1.0,0<10000,2015>2020,100>150
Tucson,2017.0,11998.0,Manual,24049.0,Diesel,150.0,61.7,1.7,20000>30000,2015>2020,100>150
I20,2016.0,6400.0,Manual,45770.0,Petrol,20.0,60.1,1.2,40000>50000,2015>2020,<100
I20,2016.0,7995.0,Manual,23500.0,Petrol,20.0,58.9,1.0,20000>30000,2015>2020,<100
IX20,2013.0,6995.0,Automatic,50150.0,Petrol,200.0,43.6,1.6,50000>60000,2010>2015,150>200
I10,2015.0,6995.0,Manual,18374.0,Petrol,30.0,57.6,1.2,10000>20000,2010>2015,<100
I10,2019.0,9195.0,Manual,2323.0,Petrol,145.0,49.6,1.0,0<10000,2015>2020,100>150
SantaFe,2018.0,31995.0,Semi-Auto,9176.0,Diesel,145.0,39.2,2.2,0<10000,2015>2020,100>150
I20,2016.0,7175.0,Manual,26543.0,Petrol,30.0,55.4,1.2,20000>30000,2015>2020,<100
IX35,2013.0,6999.0,Manual,55472.0,Diesel,145.0,53.3,1.7,50000>60000,2010>2015,100>150
I30,2018.0,11298.0,Manual,17704.0,Petrol,150.0,56.5,1.0,10000>20000,2015>2020,100>150
Tucson,2017.0,15698.0,Semi-Auto,16768.0,Diesel,125.0,57.6,1.7,10000>20000,2015>2020,100>150
Kona,2018.0,12498.0,Manual,17789.0,Petrol,145.0,52.3,1.0,10000>20000,2015>2020,100>150
Tucson,2019.0,15498.0,Manual,14231.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
Tucson,2017.0,13498.0,Manual,21025.0,Diesel,30.0,61.7,1.7,20000>30000,2015>2020,<100
Tucson,2016.0,11823.0,Manual,46601.0,Diesel,30.0,61.7,1.7,40000>50000,2015>2020,<100
I30,2013.0,6000.0,Manual,47176.0,Diesel,0.0,76.3,1.6,40000>50000,2010>2015,<100
Ioniq,2019.0,15970.0,Automatic,8601.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
Kona,2017.0,12470.0,Manual,22300.0,Diesel,150.0,74.3,1.0,20000>30000,2015>2020,100>150
Kona,2019.0,14470.0,Manual,20490.0,Petrol,150.0,44.1,1.0,20000>30000,2015>2020,100>150
IX20,2018.0,10350.0,Manual,10612.0,Petrol,150.0,50.4,1.4,10000>20000,2015>2020,100>150
I10,2017.0,7998.0,Manual,19625.0,Petrol,145.0,57.7,1.2,10000>20000,2015>2020,100>150
Tucson,2015.0,10995.0,Manual,54411.0,Diesel,30.0,61.7,1.7,50000>60000,2010>2015,<100
I30,2015.0,7298.0,Manual,59040.0,Diesel,0.0,78.4,1.6,50000>60000,2010>2015,<100
Tucson,2017.0,15498.0,Semi-Auto,14376.0,Diesel,125.0,57.6,1.7,10000>20000,2015>2020,100>150
Tucson,2018.0,16780.0,Semi-Auto,33530.0,Petrol,145.0,39.8,1.6,30000>40000,2015>2020,100>150
Kona,2020.0,25280.0,Automatic,2083.0,Hybrid,135.0,52.3,1.6,0<10000,2015>2020,100>150
Ioniq,2019.0,22680.0,Automatic,4868.0,Hybrid,135.0,62.8,1.6,0<10000,2015>2020,100>150
Ioniq,2017.0,15780.0,Automatic,22293.0,Hybrid,0.0,78.5,1.6,20000>30000,2015>2020,<100
Tucson,2020.0,25180.0,Automatic,978.0,Petrol,145.0,35.8,1.6,0<10000,2015>2020,100>150
Tucson,2020.0,25980.0,Automatic,1298.0,Hybrid,145.0,50.4,1.6,0<10000,2015>2020,100>150
I30,2020.0,25280.0,Manual,2148.0,Petrol,145.0,34.0,2.0,0<10000,2015>2020,100>150
Tucson,2017.0,13791.0,Manual,50313.0,Diesel,125.0,58.9,2.0,50000>60000,2015>2020,100>150
I30,2019.0,16980.0,Manual,2180.0,Petrol,145.0,42.2,1.4,0<10000,2015>2020,100>150
SantaFe,2018.0,20842.0,Manual,21588.0,Diesel,145.0,47.1,2.2,20000>30000,2015>2020,100>150
Tucson,2017.0,13698.0,Manual,15040.0,Diesel,145.0,61.7,1.7,10000>20000,2015>2020,100>150
I10,2016.0,5998.0,Manual,26753.0,Petrol,20.0,60.1,1.0,20000>30000,2015>2020,<100
I10,2017.0,5698.0,Manual,31037.0,Petrol,20.0,60.1,1.0,30000>40000,2015>2020,<100
I30,2017.0,13488.0,Semi-Auto,17845.0,Petrol,145.0,51.4,1.4,10000>20000,2015>2020,100>150
I10,2015.0,6995.0,Manual,36188.0,Petrol,30.0,57.6,1.2,30000>40000,2010>2015,<100
IX35,2015.0,10495.0,Automatic,39661.0,Diesel,265.0,41.5,2.0,30000>40000,2010>2015,>200
IX20,2016.0,8470.0,Manual,21941.0,Petrol,125.0,50.4,1.4,20000>30000,2015>2020,100>150
IX20,2013.0,5995.0,Manual,15566.0,Petrol,145.0,45.6,1.4,10000>20000,2010>2015,100>150
I10,2017.0,7795.0,Manual,16609.0,Petrol,30.0,57.7,1.2,10000>20000,2015>2020,<100
I10,2020.0,13995.0,Manual,3000.0,Petrol,145.0,56.5,1.0,0<10000,2015>2020,100>150
I10,2020.0,14995.0,Manual,1000.0,Petrol,145.0,53.3,1.0,0<10000,2015>2020,100>150
I30,2018.0,14995.0,Manual,1502.0,Petrol,145.0,49.6,2.0,0<10000,2015>2020,100>150
I30,2016.0,9795.0,Manual,42310.0,Diesel,20.0,72.4,1.6,40000>50000,2015>2020,<100
I10,2016.0,6495.0,Manual,25026.0,Petrol,20.0,61.4,1.0,20000>30000,2015>2020,<100
I20,2016.0,8995.0,Manual,12335.0,Petrol,30.0,56.5,1.2,10000>20000,2015>2020,<100
Ioniq,2017.0,16495.0,Automatic,19096.0,Hybrid,0.0,78.5,1.6,10000>20000,2015>2020,<100
Kona,2018.0,14995.0,Manual,15371.0,Petrol,145.0,52.3,1.0,10000>20000,2015>2020,100>150
I20,2016.0,6995.0,Manual,41607.0,Petrol,30.0,58.9,1.2,40000>50000,2015>2020,<100
I10,2019.0,8470.0,Manual,9586.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
Tucson,2019.0,21995.0,Manual,1541.0,Petrol,145.0,35.3,1.6,0<10000,2015>2020,100>150
Kona,2019.0,15995.0,Manual,1442.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
Tucson,2019.0,21995.0,Manual,5981.0,Petrol,145.0,34.9,1.6,0<10000,2015>2020,100>150
I30,2019.0,17995.0,Manual,1000.0,Petrol,145.0,41.5,1.4,0<10000,2015>2020,100>150
I20,2019.0,13995.0,Manual,1000.0,Petrol,145.0,46.3,1.2,0<10000,2015>2020,100>150
I40,2015.0,11995.0,Automatic,17200.0,Diesel,200.0,47.1,1.7,10000>20000,2010>2015,150>200
I20,2016.0,8795.0,Manual,8598.0,Petrol,30.0,55.4,1.2,0<10000,2015>2020,<100
I20,2017.0,8995.0,Manual,18916.0,Petrol,145.0,58.9,1.2,10000>20000,2015>2020,100>150
I10,2019.0,9470.0,Manual,10292.0,Petrol,145.0,57.6,1.2,10000>20000,2015>2020,100>150
I10,2019.0,8970.0,Manual,9290.0,Petrol,145.0,57.6,1.2,0<10000,2015>2020,100>150
I20,2019.0,10970.0,Manual,7811.0,Petrol,145.0,46.3,1.2,0<10000,2015>2020,100>150
I30,2018.0,13470.0,Semi-Auto,13209.0,Diesel,150.0,68.9,1.6,10000>20000,2015>2020,100>150
I30,2019.0,23970.0,Manual,20.0,Petrol,150.0,34.0,2.0,0<10000,2015>2020,100>150
I30,2019.0,20970.0,Manual,20.0,Petrol,150.0,34.9,2.0,0<10000,2015>2020,100>150
SantaFe,2017.0,19470.0,Semi-Auto,39589.0,Diesel,240.0,42.8,2.2,30000>40000,2015>2020,>200
I30,2017.0,11470.0,Semi-Auto,16844.0,Petrol,150.0,51.4,1.4,10000>20000,2015>2020,100>150
Kona,2019.0,22970.0,Semi-Auto,100.0,Petrol,145.0,37.7,1.6,0<10000,2015>2020,100>150
Tucson,2018.0,14970.0,Manual,10354.0,Petrol,145.0,44.8,1.6,10000>20000,2015>2020,100>150
Ioniq,2019.0,22970.0,Automatic,6000.0,Hybrid,135.0,62.8,1.6,0<10000,2015>2020,100>150
I10,2019.0,8470.0,Manual,9932.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
I10,2017.0,7470.0,Manual,15061.0,Petrol,30.0,57.7,1.2,10000>20000,2015>2020,<100
Tucson,2017.0,15970.0,Manual,19179.0,Diesel,30.0,61.4,1.7,10000>20000,2015>2020,<100
I20,2015.0,7995.0,Manual,19800.0,Petrol,30.0,55.4,1.2,10000>20000,2010>2015,<100
I20,2015.0,7995.0,Manual,19935.0,Petrol,30.0,55.4,1.2,10000>20000,2010>2015,<100
I10,2015.0,6250.0,Manual,23869.0,Petrol,20.0,60.1,1.0,20000>30000,2010>2015,<100
I10,2018.0,8470.0,Manual,5713.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
I10,2019.0,9970.0,Manual,11938.0,Petrol,145.0,57.6,1.2,10000>20000,2015>2020,100>150
I10,2019.0,8970.0,Manual,10871.0,Petrol,145.0,60.1,1.0,10000>20000,2015>2020,100>150
I10,2017.0,7470.0,Manual,6955.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
I10,2019.0,10470.0,Manual,8639.0,Petrol,145.0,57.6,1.2,0<10000,2015>2020,100>150
SantaFe,2016.0,16470.0,Manual,39979.0,Diesel,200.0,47.1,2.2,30000>40000,2015>2020,150>200
Ioniq,2018.0,18970.0,Automatic,14886.0,Hybrid,135.0,256.8,1.6,10000>20000,2015>2020,100>150
I30,2018.0,13470.0,Semi-Auto,6726.0,Diesel,145.0,68.9,1.6,0<10000,2015>2020,100>150
SantaFe,2017.0,18670.0,Manual,41109.0,Diesel,200.0,47.1,2.2,40000>50000,2015>2020,150>200
Ioniq,2019.0,19970.0,Automatic,8837.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
Tucson,2017.0,15470.0,Manual,13751.0,Diesel,145.0,61.7,1.7,10000>20000,2015>2020,100>150
I10,2019.0,9970.0,Manual,11782.0,Petrol,145.0,57.6,1.2,10000>20000,2015>2020,100>150
Ioniq,2017.0,15470.0,Automatic,14673.0,Hybrid,0.0,78.5,1.6,10000>20000,2015>2020,<100
I20,2015.0,7995.0,Manual,16533.0,Petrol,30.0,55.4,1.2,10000>20000,2010>2015,<100
IX20,2018.0,15495.0,Manual,2259.0,Petrol,145.0,37.2,1.6,0<10000,2015>2020,100>150
I10,2019.0,11495.0,Manual,500.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
I20,2013.0,5495.0,Manual,30252.0,Petrol,30.0,57.6,1.2,30000>40000,2010>2015,<100
I20,2014.0,5895.0,Manual,30950.0,Petrol,30.0,57.6,1.2,30000>40000,2010>2015,<100
IX35,2015.0,7995.0,Manual,67648.0,Diesel,145.0,54.3,1.7,>60000,2010>2015,100>150
IX20,2018.0,11490.0,Manual,25833.0,Petrol,145.0,50.4,1.4,20000>30000,2015>2020,100>150
Tucson,2017.0,13280.0,Manual,22138.0,Diesel,145.0,61.7,1.7,20000>30000,2015>2020,100>150
Tucson,2015.0,11990.0,Manual,72712.0,Diesel,125.0,58.9,2.0,>60000,2010>2015,100>150
I30,2016.0,9298.0,Manual,23857.0,Diesel,0.0,78.4,1.6,20000>30000,2015>2020,<100
Tucson,2016.0,8698.0,Manual,81050.0,Petrol,160.0,44.8,1.6,>60000,2015>2020,150>200
Tucson,2016.0,13798.0,Manual,42252.0,Diesel,205.0,47.9,2.0,40000>50000,2015>2020,>200
I10,2019.0,8970.0,Manual,11544.0,Petrol,145.0,57.6,1.2,10000>20000,2015>2020,100>150
IX20,2016.0,7970.0,Manual,25969.0,Petrol,125.0,50.4,1.4,20000>30000,2015>2020,100>150
Kona,2019.0,13970.0,Manual,7178.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I10,2019.0,8270.0,Manual,8835.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
I30,2017.0,9499.0,Manual,18539.0,Diesel,145.0,78.4,1.6,10000>20000,2015>2020,100>150
I10,2017.0,6900.0,Manual,31534.0,Petrol,145.0,57.7,1.2,30000>40000,2015>2020,100>150
IX20,2016.0,8050.0,Manual,27815.0,Petrol,125.0,50.4,1.4,20000>30000,2015>2020,100>150
