type,title,director,country,date_added,release_year,rating,duration,listed_in,latitude,longitude
Movie,Unrest,Jennifer Brea,United Kingdom,5/7/2021,2017,TV-MA,97 min,Documentaries,51.5099,-0.118
Movie,And Tomorrow the Entire World,Julia von Heinz,Germany,5/6/2021,2020,TV-MA,112 min,"Dramas, International Movies, Thrillers",51.1657,10.4515
TV Show,"Money, Explained",Not Given,United States,5/11/2021,2021,TV-14,1 Season,Docuseries,37.0902,-95.7129
Movie,Dead Man Down,Niels Arden Oplev,United States,5/6/2021,2013,R,118 min,Action & Adventure,37.0902,-95.7129
Movie,Framing John DeLorean,"Don Argott, Sheena M. Joyce",United States,5/5/2021,2019,TV-MA,109 min,"Documentaries, Dramas",37.0902,-95.7129
TV Show,The Sons of Sam: A Descent into Darkness,Joshua Zeman,United States,5/5/2021,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries",37.0902,-95.7129
Movie,The Clovehitch Killer,Duncan Skiles,United States,5/4/2021,2018,TV-MA,109 min,"Dramas, Independent Movies, Thrillers",37.0902,-95.7129
Movie,Aliens Stole My Body,Sean McNamara,United States,5/1/2021,2020,PG,88 min,"Children & Family Movies, Comedies",37.0902,-95.7129
Movie,Au coeur des gangs,Vondie Curtis-Hall,United States,5/1/2021,2006,R,97 min,"Action & Adventure, Dramas",37.0902,-95.7129
Movie,Best of the Best,Robert Radler,United States,5/1/2021,1989,PG-13,97 min,"Action & Adventure, Sports Movies",37.0902,-95.7129
Movie,Due Date,Todd Phillips,United States,5/1/2021,2010,R,95 min,"Action & Adventure, Comedies",37.0902,-95.7129
Movie,Fun with Dick & Jane,Dean Parisot,United States,5/1/2021,2005,PG-13,91 min,Comedies,37.0902,-95.7129
Movie,Green Zone,Paul Greengrass,United Kingdom,5/1/2021,2010,R,115 min,Action & Adventure,51.5099,-0.118
Movie,Hachi: A Dog's Tale,Lasse Hallström,United Kingdom,5/1/2021,2009,G,93 min,"Children & Family Movies, Dramas",51.5099,-0.118
Movie,JT LeRoy,Justin Kelly,United Kingdom,5/1/2021,2018,R,109 min,"Dramas, Independent Movies",51.5099,-0.118
Movie,Madagascar 3: Europe's Most Wanted,"Eric Darnell, Tom McGrath, Conrad Vernon",United States,5/1/2021,2012,PG,96 min,"Children & Family Movies, Comedies",37.0902,-95.7129
Movie,Mystic River,Clint Eastwood,United States,5/1/2021,2003,R,138 min,"Dramas, Thrillers",37.0902,-95.7129
Movie,Never Back Down,Jeff Wadlow,United States,5/1/2021,2008,PG-13,113 min,"Action & Adventure, Dramas, Sports Movies",37.0902,-95.7129
Movie,S.M.A.R.T Chase,Charles Martin,China,5/1/2021,2018,TV-MA,94 min,Action & Adventure,35.8617,104.1954
Movie,Sitting in Limbo,Stella Corradi,United Kingdom,5/1/2021,2020,TV-MA,89 min,"Dramas, International Movies",51.5099,-0.118
Movie,Stargate,Roland Emmerich,United States,5/1/2021,1994,PG-13,121 min,"Action & Adventure, Sci-Fi & Fantasy",37.0902,-95.7129
Movie,State of Play,Kevin Macdonald,United States,5/1/2021,2009,PG-13,127 min,"Dramas, Thrillers",37.0902,-95.7129
Movie,Swiped,Ann Deborah Fishman,United States,5/1/2021,2018,TV-14,94 min,Comedies,37.0902,-95.7129
Movie,The Darkest Hour,Chris Gorak,United States,5/1/2021,2011,PG-13,89 min,"Action & Adventure, Sci-Fi & Fantasy",37.0902,-95.7129
Movie,The Lovely Bones,Peter Jackson,United States,5/1/2021,2009,PG-13,136 min,"Dramas, International Movies, Sci-Fi & Fantasy",37.0902,-95.7129
Movie,The Sweetest Thing,Roger Kumble,United States,5/1/2021,2002,R,89 min,"Comedies, Romantic Movies",37.0902,-95.7129
Movie,The Whole Nine Yards,Jonathan Lynn,United States,5/1/2021,2000,R,99 min,"Action & Adventure, Comedies",37.0902,-95.7129
Movie,The Whole Truth,Courtney Hunt,United States,5/1/2021,2016,R,93 min,"Dramas, Thrillers",37.0902,-95.7129
Movie,The Yeti Adventures,"Pierre Greco, Nancy Florence Savard",Canada,5/1/2021,2018,TV-PG,85 min,"Children & Family Movies, Comedies",56.1304,-106.3468
Movie,Under Siege,Andrew Davis,France,5/1/2021,1992,R,102 min,Action & Adventure,46.6035,1.8883
Movie,Motu Patlu in Dragon's World,Suhas Kadav,India,5/1/2021,2017,TV-Y7,78 min,"Children & Family Movies, Comedies",20.5937,78.9629
Movie,Zack and Miri Make a Porno,Kevin Smith,United States,5/1/2021,2008,R,101 min,"Comedies, Independent Movies, Romantic Movies",37.0902,-95.7129
Movie,The Disciple,Chaitanya Tamhane,India,4/30/2021,2021,TV-MA,128 min,"Dramas, Independent Movies, International Movies",20.5937,78.9629
Movie,The Strangers: Prey at Night,Johannes Roberts,United States,4/30/2021,2018,R,85 min,Horror Movies,37.0902,-95.7129
TV Show,The Innocent,Oriol Paulo,Spain,4/30/2021,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",40.4637,-3.7492
Movie,Get the Grift,Pedro Antonio,Brazil,4/28/2021,2021,TV-MA,95 min,"Comedies, International Movies",-14.235,-51.9253
Movie,August: Osage County,John Wells,United States,4/27/2021,2014,R,121 min,Dramas,37.0902,-95.7129
Movie,Battle: Los Angeles,Jonathan Liebesman,United States,4/27/2021,2011,PG-13,116 min,"Action & Adventure, Sci-Fi & Fantasy",37.0902,-95.7129
Movie,Between Worlds,Maria Pulera,Spain,4/27/2021,2018,R,91 min,Thrillers,40.4637,-3.7492
Movie,One,Santhosh Viswanath,India,4/27/2021,2020,TV-PG,149 min,"Dramas, International Movies",20.5937,78.9629
Movie,Ram Prasad Ki Tehrvi,Seema Pahwa,India,4/24/2021,2019,TV-14,113 min,"Dramas, Independent Movies, International Movies",20.5937,78.9629
Movie,Among Family,Ozan Açıktan,Turkey,4/23/2021,2017,TV-14,127 min,"Comedies, International Movies",38.9637,35.2433
Movie,Dedemin Fisi,Meltem Bozoflu,Turkey,4/23/2021,2016,TV-14,101 min,"Comedies, International Movies",38.9637,35.2433
Movie,Deliha,Hakan Algül,Turkey,4/23/2021,2014,TV-MA,102 min,"Comedies, International Movies, Romantic Movies",38.9637,35.2433
Movie,Düğün Dernek,"Selçuk Aydemir, Birkan Pusa",Turkey,4/23/2021,2013,TV-MA,102 min,"Comedies, International Movies",38.9637,35.2433
Movie,Dügün Dernek 2: Sünnet,Selçuk Aydemir,Turkey,4/23/2021,2015,TV-MA,107 min,"Comedies, International Movies",38.9637,35.2433
Movie,G.O.R.A,Ömer Faruk Sorak,Turkey,4/23/2021,2004,TV-MA,123 min,"Action & Adventure, Comedies, International Movies",38.9637,35.2433
Movie,Hayat Öpücügü,Şenol Sönmez,Turkey,4/23/2021,2015,TV-14,98 min,"Comedies, Dramas, International Movies",38.9637,35.2433
Movie,Heroes: Silence and Rock & Roll,Alexis Morante,Spain,4/23/2021,2021,TV-MA,95 min,"Documentaries, International Movies, Music & Musicals",40.4637,-3.7492
Movie,Kara Bela,Burak Aksak,Turkey,4/23/2021,2015,TV-MA,101 min,"Comedies, International Movies",38.9637,35.2433
Movie,Kocan Kadar Konus,Kıvanç Baruönü,Turkey,4/23/2021,2015,TV-MA,104 min,"Comedies, International Movies, Romantic Movies",38.9637,35.2433
Movie,Kocan Kadar Konus 2: Dirilis,Kıvanç Baruönü,Turkey,4/23/2021,2016,TV-14,104 min,"Comedies, International Movies, Romantic Movies",38.9637,35.2433
TV Show,Let's Fight Ghost,Kongkiat Khomsiri,Thailand,4/23/2021,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",15.4349,100.7513
Movie,My Travel Buddy,Bedran Güzel,Turkey,4/23/2021,2017,TV-MA,111 min,"Comedies, International Movies",38.9637,35.2433
Movie,Niyazi Gül Dörtnala,Hakan Algül,Turkey,4/23/2021,2015,TV-MA,102 min,"Comedies, International Movies",38.9637,35.2433
Movie,One Like It,Marwan Nabil,Egypt,4/23/2021,2020,TV-G,15 min,"Dramas, Independent Movies, International Movies",26.8206,30.8028
Movie,Wild Dog,Ahishor Solomon,India,4/22/2021,2020,TV-MA,126 min,"Action & Adventure, International Movies",20.5937,78.9629
Movie,This Lady Called Life,Kayode Kasum,Nigeria,4/23/2021,2020,TV-14,120 min,"Dramas, International Movies, Romantic Movies",9.082,8.6753
Movie,Vizontele,"Yılmaz Erdoğan, Ömer Faruk Sorak",Turkey,4/23/2021,2001,TV-MA,106 min,"Comedies, Dramas, International Movies",38.9637,35.2433
Movie,HOMUNCULUS,Takashi Shimizu,Japan,4/22/2021,2021,TV-MA,116 min,"Horror Movies, International Movies, Thrillers",36.2048,138.2529
Movie,Motu Patlu Dino Invasion,Suhas Kadav,India,4/20/2021,2018,TV-Y7,80 min,"Children & Family Movies, Comedies",20.5937,78.9629
Movie,Motu Patlu in Octupus World,Suhas Kadav,India,4/20/2021,2017,TV-Y,81 min,"Children & Family Movies, Comedies",20.5937,78.9629
Movie,Stowaway,Joe Penna,Germany,4/22/2021,2021,TV-MA,116 min,"Dramas, International Movies, Thrillers",51.1657,10.4515
Movie,Oloibiri,Curtis Graham,Canada,4/21/2021,2015,TV-14,86 min,"Dramas, International Movies, Thrillers",56.1304,-106.3468
Movie,Tell Me When,Gerardo Gatica,Mexico,4/21/2021,2021,TV-MA,97 min,"Comedies, International Movies",23.6345,-102.5528
Movie,Motu Patlu VS Robo Kids,Suhas Kadav,India,4/20/2021,2019,TV-Y,84 min,Children & Family Movies,20.5937,78.9629
Movie,Miss Sloane,John Madden,France,4/19/2021,2016,R,132 min,Thrillers,46.6035,1.8883
Movie,Searching For Sheela,Not Given,India,4/22/2021,2021,TV-14,58 min,"Documentaries, International Movies",20.5937,78.9629
Movie,American Me,Edward James Olmos,United States,4/17/2021,1992,R,126 min,Dramas,37.0902,-95.7129
Movie,Delhi Belly,Abhinay Deo,India,4/17/2021,2011,TV-MA,101 min,"Action & Adventure, Comedies, International Movies",20.5937,78.9629
Movie,Dhobi Ghat (Mumbai Diaries),Kiran Rao,India,4/17/2021,2010,TV-MA,102 min,"Dramas, International Movies",20.5937,78.9629
Movie,Jaane Tu... Ya Jaane Na,Abbas Tyrewala,India,4/17/2021,2008,TV-14,147 min,"Comedies, International Movies, Music & Musicals",20.5937,78.9629
Movie,Lagaan,Ashutosh Gowariker,India,4/17/2021,2001,PG,224 min,"Dramas, International Movies, Music & Musicals",20.5937,78.9629
Movie,Madness in the Desert,Satyajit Bhatkal,India,4/17/2021,2004,TV-14,141 min,"Documentaries, International Movies",20.5937,78.9629
Movie,Peepli Live,"Anusha Rizvi, Mahmood Farooqui",India,4/17/2021,2010,TV-MA,109 min,"Comedies, Dramas, Independent Movies",20.5937,78.9629
Movie,Taare Zameen Par,Aamir Khan,India,4/17/2021,2007,PG,162 min,"Dramas, International Movies",20.5937,78.9629
Movie,Ajeeb Daastaans,"Shashank Khaitan, Raj Mehta, Neeraj Ghaywan, Kayoze Irani",India,4/16/2021,2021,TV-MA,142 min,"Dramas, Independent Movies, International Movies",20.5937,78.9629
Movie,Arlo the Alligator Boy,Ryan Crego,United States,4/16/2021,2021,TV-Y7,93 min,"Children & Family Movies, Comedies, Music & Musicals",37.0902,-95.7129
Movie,Barbie & Chelsea: The Lost Birthday,Cassi Simonds,United States,4/16/2021,2021,TV-Y,60 min,Children & Family Movies,37.0902,-95.7129
Movie,Crimson Peak,Guillermo del Toro,Canada,4/16/2021,2015,R,119 min,"Horror Movies, Romantic Movies, Sci-Fi & Fantasy",56.1304,-106.3468
Movie,Doctor Bello,Tony Abulu,United States,4/16/2021,2013,TV-MA,96 min,"Dramas, International Movies",37.0902,-95.7129
Movie,Four Sisters Before the Wedding,Mae Czarina Cruz,Philippines,4/16/2021,2020,TV-MA,116 min,"Children & Family Movies, Comedies, Dramas",12.4061,122.8902
Movie,Into the Beat,Stefan Westerwelle,Germany,4/16/2021,2020,TV-14,102 min,"Dramas, International Movies, Romantic Movies",51.1657,10.4515
Movie,Rush,Ron Howard,United Kingdom,4/16/2021,2013,R,123 min,"Action & Adventure, Dramas, International Movies",51.5099,-0.118
Movie,Synchronic,"Justin Benson, Aaron Moorhead",United States,4/16/2021,2020,R,102 min,Thrillers,37.0902,-95.7129
Movie,The Zookeeper's Wife,Niki Caro,Czech Republic,4/16/2021,2017,PG-13,127 min,Dramas,49.6417,14.8823
Movie,Time Trap,"Mark Dennis, Ben Foster",United States,4/16/2021,2017,TV-14,88 min,"Action & Adventure, Sci-Fi & Fantasy",37.0902,-95.7129
Movie,Tuesdays & Fridays,Taranveer Singh,India,4/16/2021,2021,TV-14,106 min,"Comedies, Dramas, International Movies",20.5937,78.9629
Movie,Dark City Beneath the Beat,TT The Artist,United States,4/15/2021,2020,TV-MA,65 min,"Documentaries, Music & Musicals",37.0902,-95.7129
Movie,GANTZ:O,"Keiichi Sato, Yasushi Kawamura",Japan,4/15/2021,2016,TV-MA,96 min,"Action & Adventure, Anime Features, Horror Movies",36.2048,138.2529
TV Show,Garth Brooks: The Road I’m On,Glenn Weiss,United States,4/15/2021,2019,TV-PG,1 Season,Docuseries,37.0902,-95.7129
Movie,Only Mine,Michael Civille,United States,4/15/2021,2019,TV-14,88 min,Thrillers,37.0902,-95.7129
Movie,Ride or Die,Ryuichi Hiroki,Japan,4/15/2021,2021,TV-MA,143 min,"Dramas, International Movies, LGBTQ Movies",36.2048,138.2529
Movie,The Master,Paul Thomas Anderson,United States,4/15/2021,2012,R,137 min,"Dramas, Independent Movies",37.0902,-95.7129
Movie,Time Is Illmatic,One9,United States,4/15/2021,2014,TV-MA,75 min,"Documentaries, Music & Musicals",37.0902,-95.7129
Movie,Zoot Suit,Luis Valdez,United States,4/15/2021,1981,R,103 min,"Cult Movies, Dramas, Music & Musicals",37.0902,-95.7129
Movie,The Soul,Cheng Wei-hao,China,4/14/2021,2021,TV-MA,130 min,"Dramas, International Movies, Thrillers",35.8617,104.1954
TV Show,The Underclass,Pass Patthanakumjon,Thailand,4/14/2021,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",15.4349,100.7513
Movie,Uppena,Buchi Babu Sana,India,4/14/2021,2020,TV-14,145 min,"Dramas, International Movies, Romantic Movies",20.5937,78.9629
TV Show,My Love: Six Stories of True Love,"Moyoung Jin, Caroline Sá, Deepti Kakkar, Fahad Mustafa, Hikaru Toda, Chico Pereira, Elaine McMillion Sheldon",United States,4/13/2021,2021,TV-PG,1 Season,Docuseries,37.0902,-95.7129
Movie,Motu Patlu in Hong Kong: Kung Fu Kings 3,Suhas Kadav,India,4/13/2021,2017,TV-Y7,84 min,"Children & Family Movies, Music & Musicals",20.5937,78.9629
Movie,New Gods: Nezha Reborn,Zhao Ji,China,4/12/2021,2021,TV-14,118 min,"Action & Adventure, Anime Features, International Movies",35.8617,104.1954
Movie,Motu Patlu in the City of Gold,Suhas Kadav,India,4/13/2021,2018,TV-Y7,77 min,"Children & Family Movies, Comedies, Music & Musicals",20.5937,78.9629
Movie,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,Suhas Kadav,India,4/13/2021,2018,TV-Y7,86 min,"Children & Family Movies, Music & Musicals",20.5937,78.9629
Movie,The Stand-In,Jamie Babbit,United States,4/10/2021,2020,R,102 min,Comedies,37.0902,-95.7129
Movie,Motu Patlu the Superheroes – Super Villains from Mars,Suhas Kadav,India,4/13/2021,2019,TV-Y7,79 min,Children & Family Movies,20.5937,78.9629
Movie,Night in Paradise,Park Hoon-jung,South Korea,4/9/2021,2021,TV-MA,132 min,"Dramas, International Movies",35.9078,127.7669
Movie,Ojukokoro: Greed,Dare Olaitan,Nigeria,4/9/2021,2016,TV-MA,108 min,"Dramas, International Movies, Thrillers",9.082,8.6753
Movie,Roohi,Hardik Mehta,India,4/9/2021,2021,TV-14,133 min,"Comedies, Horror Movies, International Movies",20.5937,78.9629
Movie,Thunder Force,Ben Falcone,United States,4/9/2021,2021,PG-13,107 min,"Action & Adventure, Comedies",37.0902,-95.7129
Movie,Two Distant Strangers,"Travon Free, Martin Desmond Roe",United States,4/9/2021,2021,TV-MA,32 min,Dramas,37.0902,-95.7129
Movie,Story of Kale: When Someone's in Love,Angga Dwimas Sasongko,Indonesia,4/8/2021,2020,TV-PG,78 min,"Dramas, International Movies, Romantic Movies",-1.6325,116.0666
Movie,Shiva VS Autobots,Suhas Kadav,India,4/13/2021,2018,TV-Y7,80 min,Children & Family Movies,20.5937,78.9629
Movie,Shiva: Journey to Plunotaria,Suhas Kadav,India,4/13/2021,2019,TV-Y7,81 min,Children & Family Movies,20.5937,78.9629
Movie,Shiva: The Secret World Of Vedas City,Suhas Kadav,India,4/13/2021,2017,TV-Y,78 min,Children & Family Movies,20.5937,78.9629
Movie,Coded Bias,Shalini Kantayya,United States,4/5/2021,2020,TV-MA,86 min,Documentaries,37.0902,-95.7129
Movie,Mandela,Madonne Ashwin,India,4/5/2021,2021,TV-14,140 min,"Comedies, Dramas, International Movies",20.5937,78.9629
Movie,The Fisherman's Diary,Enah Johnscott,Cameroon,4/4/2021,2020,TV-MA,143 min,"Dramas, International Movies",5.767,12.4551
Movie,What Lies Below,Braden R. Duemmler,United States,4/4/2021,2020,TV-MA,88 min,"Horror Movies, Thrillers",37.0902,-95.7129
Movie,Escape from Planet Earth,Cal Brunker,United States,4/3/2021,2013,PG,89 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",37.0902,-95.7129
Movie,Accepted,Steve Pink,United States,4/2/2021,2006,PG-13,93 min,Comedies,37.0902,-95.7129
Movie,Air Strike,Xiao Feng,China,4/2/2021,2018,R,97 min,"Action & Adventure, Dramas, International Movies",35.8617,104.1954
Movie,An American Girl: McKenna Shoots for the Stars,Vince Marcello,United States,4/2/2021,2012,TV-Y,94 min,"Children & Family Movies, Comedies, Dramas",37.0902,-95.7129
Movie,Concrete Cowboy,Ricky Staub,United Kingdom,4/2/2021,2021,R,112 min,"Dramas, Independent Movies",51.5099,-0.118
Movie,Cross: Rise of the Villains,"Patrick Durham, Paul G. Volk",United States,4/2/2021,2019,R,100 min,Action & Adventure,37.0902,-95.7129
Movie,God Calling,BB Sasore,Nigeria,4/2/2021,2018,TV-MA,120 min,"Dramas, Faith & Spirituality, International Movies",9.082,8.6753
Movie,Irul,Naseef Yusuf Izuddin,India,4/2/2021,2021,TV-MA,91 min,"International Movies, Thrillers",20.5937,78.9629
Movie,Just Say Yes,"Appie Boudellah, Aram van de Rest",Netherlands,4/2/2021,2021,TV-MA,98 min,"Comedies, International Movies, Romantic Movies",52.1424,5.6426
Movie,Madame Claude,Sylvie Verheyde,France,4/2/2021,2021,TV-MA,113 min,"Dramas, International Movies",46.6035,1.8883
Movie,Wild Child,Nick Moore,United States,4/2/2021,2008,PG-13,98 min,"Comedies, Romantic Movies",37.0902,-95.7129
Movie,Woody Woodpecker,Alex Zamm,United States,4/2/2021,2017,PG,91 min,"Children & Family Movies, Comedies",37.0902,-95.7129
Movie,2012,Roland Emmerich,United States,4/1/2021,2009,PG-13,158 min,"Action & Adventure, Sci-Fi & Fantasy",37.0902,-95.7129
Movie,3 Idiots,Rajkumar Hirani,India,4/1/2021,2009,PG-13,164 min,"Comedies, Dramas, International Movies",20.5937,78.9629
Movie,Ferrari Ki Sawaari,Rajesh Mapuskar,India,4/1/2021,2012,TV-PG,133 min,"Comedies, International Movies, Sports Movies",20.5937,78.9629
Movie,Ibrahim a Fate to Define,Lina Al Abed,Lebanon,4/1/2021,2019,TV-PG,75 min,"Documentaries, International Movies",34.0806,35.8634
Movie,Insidious,James Wan,United States,4/1/2021,2010,PG-13,103 min,"Horror Movies, Thrillers",37.0902,-95.7129
Movie,Into the Grizzly Maze,David Hackl,United States,4/1/2021,2015,R,90 min,"Action & Adventure, Horror Movies",37.0902,-95.7129
Movie,Kingsglaive: Final Fantasy XV,Takeshi Nozue,Japan,4/1/2021,2016,PG-13,116 min,"Action & Adventure, Sci-Fi & Fantasy",36.2048,138.2529
Movie,Legally Blonde,Robert Luketic,United States,4/1/2021,2001,PG-13,96 min,"Comedies, Romantic Movies",37.0902,-95.7129
Movie,Madam Chief Minister,Subhash Kapoor,India,4/1/2021,2020,TV-14,121 min,"Dramas, International Movies",20.5937,78.9629
Movie,Maximum Risk,Ringo Lam,United States,4/1/2021,1996,R,101 min,Action & Adventure,37.0902,-95.7129
Movie,My Fair Lady,George Cukor,United States,4/1/2021,1964,G,173 min,"Classic Movies, Music & Musicals",37.0902,-95.7129
Movie,S.W.A.T.: Under Siege,Tony Giglio,United States,4/1/2021,2017,R,89 min,"Action & Adventure, International Movies",37.0902,-95.7129
Movie,Seven Souls in the Skull Castle: Season Flower,Hidenori Inoue,Japan,4/1/2021,2017,TV-14,181 min,"Action & Adventure, Dramas, International Movies",36.2048,138.2529
Movie,Sniper: Ghost Shooter,Don Michael Paul,United States,4/1/2021,2016,R,99 min,Action & Adventure,37.0902,-95.7129
Movie,Starship Troopers: Traitor of Mars,"Shinji Aramaki, Masaru Matsumoto",United States,4/1/2021,2017,R,88 min,"Action & Adventure, Sci-Fi & Fantasy",37.0902,-95.7129
Movie,Takers,John Luessenhop,United States,4/1/2021,2010,PG-13,107 min,Action & Adventure,37.0902,-95.7129
Movie,Tersanjung the Movie,"Hanung Bramantyo, Pandu Adjisurya",Indonesia,4/1/2021,2021,TV-14,114 min,"Dramas, International Movies, Romantic Movies",-1.6325,116.0666
Movie,The Knight and the Princess,Bashir El Deek,Egypt,4/1/2021,2019,TV-PG,96 min,"Action & Adventure, International Movies, Music & Musicals",26.8206,30.8028
Movie,The Pianist,Roman Polański,United Kingdom,4/1/2021,2002,R,149 min,"Dramas, Independent Movies, International Movies",51.5099,-0.118
Movie,The Stepfather,Nelson McCormick,United States,4/1/2021,2009,PG-13,102 min,"Horror Movies, Thrillers",37.0902,-95.7129
Movie,Universal Soldier: The Return,Mic Rodgers,United States,4/1/2021,1999,R,83 min,Action & Adventure,37.0902,-95.7129
